﹟,Glide ﹟,Start Date,End Date,Country,Area (km²),Source,Main Cause,Fatalities,Displaced,Severity,Flood impact index
2840,,4/11/06,4/15/06,Dominican Republic,"15,651",News,Heavy rain,1,0,1,4.9
2841,,4/11/06,5/9/06,Canada,"9,216",News,Rain and snowmelt,0,40,1,5.4
2847,,4/9/06,4/25/06,Ethiopia,"83,387",News,Heavy rain,0,10000,1,6.2
2838,FL-2006-000047-COD,4/8/06,4/27/06,Democratic Republic of the Congo,"45,526",News,Heavy rain,6,0,1,6
2839,FL-2006-000045-ROM,4/7/06,5/24/06,"Romania,Bulgaria","144,631",News,Rain and snowmelt,0,17000,2,7.1
2881,,4/7/06,6/3/06,United States of America,"85,035",News,Heavy rain,0,0,1,6.7
2835,,4/5/06,4/7/06,Israel,"2,498",News,Torrential rain,0,0,2,4.2
2836,,4/5/06,4/10/06,Australia,"39,366",News,Monsoonal rain,0,1100,1,5.4
2832,FL-2006-000045-SRB,4/4/06,5/11/06,"Serbia Montenegro,Croatia","40,531",News,Snowmelt,0,1500,2,6.5
2834,,4/4/06,4/17/06,United States of America,"44,107",News,Heavy rain,1,600,1,5.8
2837,FF-2006-000046-KEN,4/4/06,5/22/06,Kenya,"538,046",News,Heavy rain,60,17300,1,7.4
2833,FL-2006-000074-YEM,4/3/06,4/6/06,Yemen,"91,481",News,Heavy rain,25,0,1,5.6
2830,,4/2/06,4/3/06,Israel,"11,510",News,Torrential rain,5,0,1,4.4
2831,,3/31/06,4/3/06,United States of America,530,News,Heavy rain,0,0,1,3.3
2828,,3/30/06,4/5/06,Australia,"191,823",News,Tropical cyclone,0,500,1,6.1
2829,,3/30/06,4/25/06,United States of America,"15,350",News,Rain and snowmelt,1,0,1,5.6
2826,FL-2006-000045-CZE,3/28/06,4/17/06,"Czechia,Germany","196,115",News,Rain and snowmelt,9,11000,2,6.9
2827,FL-2006-000045-HUN,3/28/06,5/9/06,"Slovakia,Hungary","73,292",News,Snowmelt,3,6020,2,6.8
2824,,3/27/06,3/29/06,Australia,"57,624",News,Torrential rain,0,0,2,5.5
2825,,3/26/06,3/30/06,South Africa,"2,497",News,Heavy rain,6,4160,1,4.1
2842,,3/25/06,4/23/06,Brazil,"1,164,022",News,Heavy rain,8,116000,1,7.5
2823,FL-2006-000042-COL,3/22/06,6/2/06,Colombia,"157,985",News,Heavy rain,130,60000,1,7.1
2821,,3/20/06,4/17/06,Australia,"464,471",News,Tropical cyclone,0,7000,2,7.4
2822,,3/18/06,3/25/06,United States of America,"16,205",News,Heavy rain,1,0,1,5.1
2820,,3/14/06,3/23/06,United States of America,586,News,Dam/Levy break or release,7,0,1,3.8
2819,,3/13/06,3/23/06,Romania,"143,715",News,Snowmelt,0,10000,2,6.5
2818,,3/12/06,3/22/06,United States of America,"6,790",News,Heavy rain,2,0,1,4.9
2817,,3/9/06,3/25/06,"Greece,Türkiye","19,592",News,Rain and snowmelt,0,0,1,5.5
2816,,3/7/06,3/14/06,Malawi,"64,885",News,Heavy rain,3,8000,2,6
2814,,3/4/06,3/6/06,Philippines,629,News,Heavy rain,1,1000,1,3.3
2815,,3/3/06,3/23/06,Australia,"37,925",News,Tropical cyclone,0,0,2,6.2
2813,,3/1/06,3/8/06,Australia,"33,679",News,Heavy rain,0,0,1,5.4
2811,,2/26/06,2/26/06,Malaysia,"1,175",News,Torrential rain,0,9000,1,3.1
2810,FL-2006-000029-NAM,2/24/06,2/28/06,Namibia,"16,107",News,Dam/Levy break or release,5,2100,2,5.2
2808,,2/21/06,3/6/06,United States of America,"3,021",News,Heavy rain,0,0,1,4.6
2809,FL-2006-000041-SRB,2/21/06,3/1/06,"Serbia,Montenegro","10,087",News,Rain and snowmelt,0,1200,1,5
2804,FF-2006-000039-YEM,2/20/06,2/23/06,Yemen,"10,707",News,Heavy rain,5,2000,1,4.6
2812,,2/18/06,2/24/06,Papua New Guinea,"7,507",News,Heavy rain,6,5000,1,4.7
2802,FL-2006-000034-ECU,2/16/06,5/6/06,Ecuador,"61,415",News,Heavy rain,17,55000,1,6.7
2803,,2/16/06,2/23/06,China,"76,507",News,Snowmelt,0,3000,1,5.8
2801,,2/15/06,2/23/06,Lesotho,"30,124",News,Heavy rain,9,3000,2,5.7
2805,,2/14/06,2/21/06,Viet Nam,"17,541",News,Heavy rain,0,500,2,5.4
2806,,2/13/06,3/20/06,Brazil,"149,086",News,Heavy rain,3,33000,1,6.7
2807,FL-2006-000027-IDN,2/13/06,2/23/06,Indonesia,"33,831",News,Monsoonal rain,33,17500,1,5.6
2798,,2/10/06,2/18/06,"Malaysia,Thailand","85,480",News,Heavy rain,3,7000,1,5.9
2799,FL-2006-000023-DZA,2/10/06,2/15/06,Algeria,"180,479",News,Heavy rain,1,60000,1,6
2800,,2/10/06,2/18/06,Philippines,"78,790",News,Monsoonal rain,20,30000,1,5.9
2796,,2/7/06,2/13/06,Indonesia,"29,004",News,Heavy rain,0,300,1,5.3
2794,,2/4/06,2/9/06,Fiji,"2,373",News,Heavy rain,4,224,1,4.2
2797,FL-2006-000018-IRQ,2/4/06,2/12/06,Iraq,"77,638",News,Heavy rain,0,28000,1,5.8
2793,,2/3/06,2/12/06,United Republic of Tanzania,"75,937",News,Heavy rain,1,938,1,5.9
2795,FL-2006-000025-PNG,2/3/06,2/19/06,Papua New Guinea,"34,452",News,Heavy rain,1,12000,2,6.1
2792,,2/1/06,2/6/06,"Saudi Arabia,Jordan","22,619",News,Heavy rain,6,0,1,5.1
2790,,1/30/06,2/4/06,Norway,"41,523",News,Heavy rain,1,200,2,5.7
2791,,1/29/06,2/6/06,Fiji,"6,258",News,Tropical cyclone,0,168,1,4.8
2787,FL-2006-000017-BRA,1/27/06,1/30/06,Brazil,"9,335",News,Torrential rain,12,0,1,4.6
2785,,1/26/06,2/5/06,Philippines,"63,468",News,Heavy rain,4,256641,1,5.8
2789,,1/26/06,2/14/06,Indonesia,"73,074",News,Monsoonal rain,19,10000,1,6.2
2786,FL-2006-000010-BOL,1/25/06,4/17/06,Bolivia (Plurinational State of),"955,843",News,Heavy rain,23,100000,1,7.9
2788,,1/22/06,1/27/06,Indonesia,"47,810",News,Monsoonal rain,11,3000,1,5.5
2783,,1/18/06,1/18/06,Namibia,"1,298",News,Heavy rain,0,0,1,3.1
2781,,1/14/06,1/17/06,Trinidad and Tobago,"2,252",News,Heavy rain,0,600,2,4.3
2780,,1/9/06,1/31/06,Australia,"808,060",News,Tropical cyclone,0,1500,2,7.6
2779,,1/8/06,1/12/06,Indonesia,913,News,Heavy rain,0,6000,1,3.7
2782,FL-2006-000009-GUY,1/8/06,2/14/06,Guyana,"24,217",News,Heavy rain,20,5000,1,6
2778,,1/3/06,1/11/06,Hungary,"45,838",News,Heavy rain,0,0,1,5.6
2784,,1/2/06,1/20/06,"Greece,Bulgaria","4,583",News,Snowmelt,0,0,1,4.9
2777,FL-2006-000001-IDN,1/1/06,1/4/06,Indonesia,"2,551",News,Monsoonal rain,125,7781,1,4
2776,,12/31/05,1/18/06,United States of America,"140,515",News,Heavy rain,0,4000,1,6.4
2775,,12/24/05,12/28/05,Congo,"1,103",News,Heavy rain,1,0,1,3.7
2773,,12/22/05,2/7/06,"Malawi,Mozambique","224,148",News,Heavy rain,23,50000,2,7.3
2774,,12/22/05,12/26/05,Western Sahara,"114,099",News,Heavy rain,0,3000,2,6.1
2771,,12/5/05,12/16/05,Canada,"1,835",News,Ice jam/break-up,0,56,2,4.6
2772,,12/5/05,12/29/05,Philippines,"4,630",News,Monsoonal rain,9,60000,1,5.1
2770,,12/4/05,12/24/05,Viet Nam,"63,089",News,Heavy rain,62,20000,1,6.1
2769,,11/30/05,12/3/05,Albania,"10,408",News,Heavy rain,3,0,1,4.6
2768,,11/23/05,1/12/06,"Thailand,Malaysia","70,521",News,Monsoonal rain,69,700000,2,6.9
2767,,11/21/05,11/23/05,Sri Lanka,"30,136",News,Heavy rain,6,8000,1,5
2766,,11/18/05,11/21/05,Viet Nam,"16,016",News,Heavy rain,5,3000,1,4.8
2763,,11/15/05,11/17/05,France,"1,982",News,Heavy rain,2,1000,1,3.8
2765,,11/15/05,11/17/05,Jamaica,762,News,Heavy rain,3,0,1,3.4
2764,,11/11/05,11/11/05,United Kingdom of Great Britain and Northern Ireland,213,News,Heavy rain,0,0,2,2.6
2762,,11/8/05,11/13/05,Australia,"204,296",News,Heavy rain,1,1000,1,6.1
2760,,11/2/05,11/4/05,Viet Nam,"16,657",News,Tropical cyclone,20,15000,1,4.7
2759,,10/30/05,11/15/05,"Nicaragua,Honduras","57,712",News,Tropical cyclone,2000,20000,1,6
2755,,10/23/05,10/24/05,Italy,"1,199",News,Heavy rain,6,0,1,3.4
2756,,10/23/05,10/26/05,"Haiti,Dominican Republic","12,264",News,Tropical cyclone,26,1500,1,4.7
2758,,10/23/05,12/9/05,India,"131,308",News,Monsoonal rain,279,300000,1,6.8
2754,,10/21/05,10/28/05,India,"29,111",News,Heavy rain,13,3000000,1,5.4
2757,,10/20/05,10/28/05,Viet Nam,"28,848",News,Heavy rain,67,1500,1,5.4
2753,,10/19/05,10/25/05,"Jamaica,Haiti","47,853",News,Tropical cyclone,24,100000,1,5.5
2752,,10/18/05,10/19/05,Indonesia,"2,464",News,Heavy rain,28,12000,1,3.7
2751,,10/13/05,10/15/05,Spain,"4,081",News,Heavy rain,4,0,1,4.1
2750,,10/12/05,10/14/05,United Kingdom of Great Britain and Northern Ireland,"8,926",News,Heavy rain,2,0,1,4.4
2749,,10/8/05,10/17/05,United States of America,"38,292",News,Heavy rain,11,3000,2,5.9
2748,,10/7/05,10/11/05,Viet Nam,"8,374",News,Heavy rain,17,10000,1,4.6
2746,,10/3/05,10/6/05,China,"12,376",News,Heavy rain,16,359000,1,4.7
2747,,10/3/05,10/22/05,Bangladesh,"22,574",News,Heavy rain,19,100000,1,5.7
2745,,10/2/05,10/6/05,China,"13,903",News,Tropical cyclone,95,0,1,4.8
2744,,10/1/05,10/16/05,"El Salvador,Guatemala","211,257",News,Tropical cyclone,2000,250000,2,6.8
2743,,9/29/05,10/6/05,China,"29,517",News,Heavy rain,2,24000,1,5.4
2741,,9/27/05,9/29/05,Canada,332,News,Heavy rain,0,200,1,3
2742,,9/27/05,10/7/05,Mauritania,"147,088",News,Heavy rain,0,3000,2,6.5
2736,,9/26/05,10/6/05,"China,Viet Nam","491,950",News,Tropical cyclone,104,470000,2,7
2739,,9/26/05,9/29/05,Nigeria,"11,553",News,Heavy rain,0,1500,1,4.7
2740,,9/26/05,9/29/05,Mexico,"62,548",News,Heavy rain,3,3000,1,5.4
2737,,9/25/05,10/2/05,Nepal,"8,033",News,Monsoonal rain,51,1600,1,4.8
2735,,9/23/05,10/1/05,United States of America,"33,403",News,Tropical cyclone,0,0,1,5.5
2734,,9/22/05,10/11/05,India,"53,195",News,Heavy rain,15,0,1,6
2733,,9/21/05,10/9/05,"Romania,Bulgaria","29,373",News,Heavy rain,10,0,1,5.7
2732,,9/18/05,9/24/05,Viet Nam,"10,779",News,Tropical cyclone,8,8500,1,4.9
2731,,9/16/05,10/5/05,India,"308,729",News,Monsoonal rain,23,0,1,6.8
2730,,9/15/05,9/27/05,Philippines,"12,976",News,Monsoonal rain,16,8000,1,5.2
2761,,9/15/05,12/16/05,Colombia,"115,247",News,Heavy rain,95,100000,1,7
2728,,9/14/05,9/30/05,India,"374,449",News,Heavy rain,89,550000,1,6.8
2726,,9/11/05,9/13/05,China,"84,372",News,Tropical cyclone,16,1350000,1,5.4
2727,,9/11/05,9/12/05,Afghanistan,"3,209",News,Heavy rain,12,0,1,3.8
2725,,9/8/05,11/1/05,"Viet Nam,Cambodia","154,794",News,Monsoonal rain,69,30000,1,6.9
2724,,9/7/05,9/9/05,France,"9,814",News,Heavy rain,0,3000,1,4.5
2723,,9/4/05,9/9/05,"Japan,Republic of Korea","36,825",News,Tropical cyclone,22,301000,1,5.3
2722,,9/1/05,9/4/05,"Taiwan (Province of China),China","188,694",News,Tropical cyclone,129,1840000,1,5.9
2720,,8/30/05,9/3/05,Australia,"8,209",News,Heavy rain,0,0,1,4.6
2719,,8/29/05,9/19/05,United States of America,"50,377",News,Tropical cyclone,1053,500000,2,6.3
2738,,8/29/05,9/6/05,Sudan,"40,659",News,Heavy rain,5,9000,1,5.6
2718,,8/26/05,8/30/05,India,"12,678",News,Heavy rain,21,0,1,4.8
2716,,8/21/05,8/26/05,"Switzerland,Austria","44,953",News,Heavy rain,12,2500,2,5.7
2717,,8/21/05,8/30/05,Mexico,"242,700",News,Heavy rain,30,10000,1,6.4
2715,,8/20/05,9/7/05,Ethiopia,"52,560",News,Heavy rain,3,7000,1,6
2729,,8/20/05,9/10/05,Senegal,333,News,Heavy rain,0,5600,1,3.9
2712,,8/14/05,9/5/05,China,"43,676",News,Heavy rain,28,14500,1,6
2713,,8/14/05,8/16/05,Sierra Leone,"7,726",News,Heavy rain,20,15000,2,4.7
2714,,8/14/05,9/2/05,"Romania,Republic of Moldova","68,755",News,Heavy rain,34,2000,1,6.1
2709,,8/13/05,9/26/05,Thailand,"134,287",News,Monsoonal rain,11,119270,2,7.1
2710,,8/13/05,8/16/05,Viet Nam,"14,786",News,Heavy rain,13,0,1,4.8
2711,,8/13/05,8/20/05,China,"85,857",News,Heavy rain,15,206000,1,5.8
2708,,8/9/05,8/11/05,Iran (Islamic Republic of),"4,900",News,Heavy rain,43,0,1,4.2
2707,,8/8/05,8/25/05,Central African Republic,"65,654",News,Heavy rain,1,22500,1,6.1
2721,,8/7/05,9/16/05,Nigeria,"159,497",News,Heavy rain,3,7,1,6.8
2706,,8/5/05,8/14/05,China,"855,820",News,Heavy rain,7,230000,1,6.9
2705,,8/4/05,8/11/05,Bulgaria,"44,209",News,Heavy rain,7,12000,1,5.5
2704,,8/3/05,8/19/05,Sudan,"163,361",News,Heavy rain,8,8000,1,6.4
2702,,8/2/05,8/3/05,Türkiye,"1,667",News,Heavy rain,7,0,1,3.5
2703,,8/2/05,8/4/05,Republic of Korea,"9,965",News,Monsoonal rain,11,1500,1,4.5
2701,,7/31/05,8/1/05,Iran (Islamic Republic of),"4,580",News,Heavy rain,27,0,1,4
2700,,7/30/05,8/3/05,India,"11,721",News,Monsoonal rain,8,344857,1,4.8
2699,,7/27/05,7/30/05,Philippines,"1,058",News,Monsoonal rain,3,32782,1,3.6
2697,,7/24/05,8/5/05,India,"35,552",News,Monsoonal rain,987,160000,1,5.7
2698,,7/23/05,8/16/05,India,"619,198",News,Monsoonal rain,126,100000,1,7.2
2696,,7/21/05,7/22/05,China,396,News,Dam/Levy break or release,16,0,1,2.9
2695,,7/17/05,7/19/05,Malaysia,"1,469",News,Torrential rain,4,600,2,3.9
2694,,7/16/05,7/20/05,"Taiwan (Province of China),China","12,148",News,Tropical cyclone,17,0,1,4.8
2692,,7/12/05,7/28/05,Romania,"40,037",News,Heavy rain,23,13000,2,6.1
2691,,7/10/05,7/11/05,Japan,"23,384",News,Heavy rain,4,600,1,4.7
2693,,7/10/05,7/18/05,China,"101,854",News,Heavy rain,0,0,1,6
2690,,7/7/05,7/27/05,"India,Bangladesh","823,462",News,Monsoonal rain,40,3000000,1,7.2
2689,,7/5/05,8/14/05,"Pakistan,India","433,455",News,Monsoonal rain,40,452000,1,7.2
2686,,7/2/05,7/15/05,India,"55,740",News,Monsoonal rain,62,49000,1,5.9
2687,,7/2/05,7/16/05,"Romania,Bulgaria","72,209",News,Heavy rain,23,7000,1,6
2688,,7/1/05,8/12/05,China,"275,029",News,Heavy rain,5,1500,1,7.1
2683,,6/30/05,7/3/05,Australia,"7,891",News,Heavy rain,3,3000,1,4.5
2685,,6/30/05,7/2/05,Democratic People&#039;s Republic of Korea,"2,587",News,Monsoonal rain,88,16000,1,3.9
2681,,6/29/05,6/30/05,Mexico,969,News,Heavy rain,2,0,1,3.3
2682,,6/29/05,7/3/05,India,"6,803",News,Monsoonal rain,1,140000,1,4.5
2680,,6/28/05,7/15/05,India,"73,781",News,Monsoonal rain,202,500000,2,6.4
2684,,6/28/05,7/19/05,China,"69,403",News,Heavy rain,65,428000,1,6.2
2678,,6/26/05,6/29/05,India,"6,531",News,Heavy rain,6,5000,1,4.4
2679,,6/26/05,6/28/05,Chile,"12,210",News,Heavy rain,5,800,1,4.6
2677,,6/24/05,6/27/05,"El Salvador,Honduras","35,359",News,Heavy rain,41,1500,1,5.2
2676,,6/23/05,6/30/05,Bangladesh,"15,322",News,Monsoonal rain,5,70000,1,5.1
2675,,6/21/05,8/5/05,"Pakistan,Afghanistan","28,631",News,Snowmelt,5,50000,2,6.4
2673,,6/19/05,6/20/05,United Kingdom of Great Britain and Northern Ireland,"1,055",News,Torrential rain,0,0,2,3.6
2674,,6/19/05,6/30/05,China,"226,558",News,Heavy rain,200,1500000,2,6.7
2671,,6/17/05,6/25/05,China,"93,629",News,Heavy rain,19,210000,2,6.2
2672,,6/17/05,6/20/05,Kenya,"3,517",News,Heavy rain,20,1200,1,4.1
2670,,6/15/05,7/21/05,"Tajikistan,Afghanistan","102,998",News,Heavy rain,39,11000,1,6.6
2669,,6/11/05,6/17/05,Taiwan (Province of China),"3,446",News,Heavy rain,16,2700,2,4.7
2668,,6/10/05,6/12/05,China,"2,332",News,Torrential rain,117,400,2,4.1
2667,,6/8/05,6/10/05,Tajikistan,"5,936",News,Heavy rain,6,2000,1,4.3
2666,,6/7/05,7/1/05,Canada,"86,681",News,Heavy rain,4,5000,2,6.6
2665,,6/5/05,6/17/05,Georgia,"14,901",News,Heavy rain,1,50,1,5.3
2664,,6/1/05,6/4/05,Brazil,"6,052",News,Heavy rain,28,31000,1,4.4
2663,,5/30/05,6/10/05,China,"679,664",News,Heavy rain,160,300000,1,6.9
2661,,5/28/05,5/29/05,China,"2,021",News,Torrential rain,8,0,1,3.6
2662,,5/28/05,5/30/05,Ukraine,"8,129",News,Heavy rain,0,50,1,4.4
2660,,5/26/05,6/13/05,Bulgaria,"71,253",News,Heavy rain,6,0,1,6.1
2657,,5/25/05,5/28/05,Bangladesh,"12,730",News,Heavy rain,13,50000,1,4.7
2658,,5/25/05,5/31/05,Finland,"24,899",News,Snowmelt,0,400,1,5.2
2656,,5/24/05,5/27/05,Brazil,929,News,Torrential rain,5,0,1,3.6
2655,,5/18/05,5/21/05,New Zealand,628,News,Heavy rain,0,290,2,3.7
2659,,5/11/05,6/7/05,"Russian Federation,China","379,340",News,Heavy rain,1,50,2,7.3
2654,,5/7/05,5/18/05,Tajikistan,"26,480",News,Heavy rain,1,0,1,5.5
2653,,5/4/05,5/8/05,Afghanistan,"82,364",News,Snowmelt,14,0,1,5.6
2652,,5/3/05,6/3/05,"Kenya,Uganda","443,212",News,Heavy rain,4,40000,2,7.5
2651,,4/26/05,4/27/05,Indonesia,"1,727",News,Heavy rain,20,750,1,3.5
2650,,4/25/05,5/30/05,"Georgia,Russian Federation, Kazakhstan","1,515,482",News,Heavy rain,0,6000,1,7.7
2649,,4/23/05,6/14/05,"Ethiopia,Somalia","336,115",News,Heavy rain,177,260000,2,7.6
2648,,4/18/05,6/4/05,"Romania,Serbia","58,910",News,Heavy rain,4,7000,2,6.8
2647,,4/16/05,4/18/05,United Republic of Tanzania,507,News,Heavy rain,1,300,1,3.2
2646,,4/11/05,4/14/05,Colombia,"34,532",News,Heavy rain,11,0,1,5.1
2645,,4/1/05,4/6/05,United States of America,"130,492",News,Heavy rain,2,11000,2,6.2
2644,,3/29/05,3/30/05,Afghanistan,"1,438",News,Heavy rain,6,0,1,3.5
2643,,3/25/05,3/26/05,New Zealand,"2,456",News,Heavy rain,0,0,1,3.7
2642,,3/24/05,3/26/05,Madagascar,151,News,Heavy rain,0,900,1,2.7
2641,,3/20/05,3/24/05,Pakistan,"75,648",News,Heavy rain,20,3500,1,5.6
2640,,3/17/05,4/8/05,"Poland,Romania","673,469",News,Snowmelt,4,1000,1,7.2
2639,,3/15/05,3/18/05,Afghanistan,"89,539",News,Heavy rain,2,0,1,5.6
2637,,3/13/05,3/25/05,Iraq,"260,716",News,Heavy rain,0,0,1,6.5
2635,,3/11/05,3/12/05,Iran (Islamic Republic of),"23,040",News,Heavy rain,3,3000,1,4.7
2636,,3/11/05,3/22/05,"China,Kazakhstan","220,943",News,Heavy rain,1,3000,1,6.4
2634,,3/6/05,3/9/05,Algeria,"436,815",News,Heavy rain,3,0,1,6.2
2632,,3/5/05,4/5/05,Afghanistan,"275,340",News,Heavy rain,26,5000,1,6.9
2631,,3/2/05,3/8/05,Pakistan,"104,031",News,Heavy rain,15,5000,1,5.9
2633,,3/2/05,3/15/05,Madagascar,"16,367",News,Heavy rain,25,8300,1,5.4
2630,,3/1/05,3/23/05,"Saudi Arabia,Oman","488,993",News,Heavy rain,7,700,1,7.1
2638,,3/1/05,4/1/05,Zambia,"122,632",News,Heavy rain,0,300,1,6.6
2629,,2/24/05,3/23/05,"Kazakhstan,Uzbekistan","135,418",News,Dam/Levy break or release,0,30000,1,6.6
2627,,2/19/05,2/25/05,Indonesia,892,News,Heavy rain,0,50000,1,3.8
2628,,2/19/05,2/22/05,Bolivia (Plurinational State of),"10,545",News,Heavy rain,0,0,1,4.6
2626,,2/17/05,3/24/05,"Greece,Bulgaria","7,609",News,Heavy rain,0,300,2,5.7
2625,,2/11/05,2/26/05,"Colombia,Venezuela (Bolivarian Republic of)","43,717",News,Heavy rain,95,70000,1,5.8
2624,,2/9/05,2/16/05,Pakistan,"123,213",News,Heavy rain,300,40000,1,6
2623,,2/7/05,2/14/05,Venezuela (Bolivarian Republic of),"11,963",News,Heavy rain,19,26000,1,5
2622,,2/3/05,2/7/05,Australia,"35,240",News,Heavy rain,0,0,1,5.2
2621,,2/1/05,2/11/05,Brazil,"56,393",News,Heavy rain,9,9000,1,5.8
2618,,1/29/05,1/31/05,Brazil,"127,862",News,Heavy rain,10,0,1,5.6
2620,,1/27/05,3/28/05,Angola,"118,198",News,Heavy rain,0,10000,1,6.9
2616,,1/26/05,1/28/05,Australia,"1,122",News,Heavy rain,0,0,2,3.8
2617,,1/25/05,2/9/05,Mozambique,"24,296",News,Heavy rain,0,0,1,5.6
2615,,1/23/05,1/28/05,Australia,"618,243",News,Monsoonal rain,2,0,1,6.6
2619,,1/23/05,2/2/05,Madagascar,"6,747",News,Tropical cyclone,17,8000,1,4.9
2614,,1/22/05,1/27/05,Saudi Arabia,"22,758",News,Heavy rain,29,50,1,5.1
2613,,1/15/05,2/25/05,Guyana,"2,339",News,Heavy rain,31,375000,2,5.3
2611,,1/11/05,1/18/05,"Costa Rica,Panama","7,580",News,Heavy rain,4,15000,1,4.8
2612,,1/11/05,2/10/05,Indonesia,"78,151",News,Heavy rain,9,0,1,6.4
2610,,1/10/05,1/13/05,United States of America,"71,018",News,Heavy rain,1,850,2,5.8
2608,,1/8/05,1/11/05,United States of America,"11,751",News,Heavy rain,4,500,1,4.7
2609,,1/8/05,1/10/05,United Kingdom of Great Britain and Northern Ireland,"4,747",News,Heavy rain,3,3000,2,4.5
2607,,1/7/05,1/10/05,New Zealand,"1,559",News,Heavy rain,0,0,1,3.8
2606,,1/5/05,2/1/05,United States of America,"285,909",News,Heavy rain,3,4000,2,7.2
2604,,12/26/04,12/29/04,Thailand,"55,444",News,Tidal surge,160000,5000000,2,5.6
2605,,12/25/04,12/28/04,Italy,215,News,Heavy rain,0,0,1,2.9
2603,,12/22/04,12/24/04,South Africa,"44,768",News,Heavy rain,0,0,1,5.1
2602,,12/18/04,12/19/04,Angola,"2,663",News,Heavy rain,1,2000,1,3.7
2601,,12/11/04,12/23/04,Sri Lanka,"23,456",News,Monsoonal rain,6,200000,1,5.5
2600,,12/10/04,12/18/04,"Malaysia,Thailand","43,430",News,Monsoonal rain,15,20000,2,5.9
2599,,12/9/04,1/1/05,Iran (Islamic Republic of),"436,703",News,Heavy rain,54,4000,1,7
2598,,12/8/04,12/22/04,Australia,"80,552",News,Heavy rain,3,150,1,6.1
2597,,12/7/04,12/20/04,United States of America,"263,934",News,Heavy rain,0,0,1,6.6
2596,,12/6/04,12/10/04,Argentina,"3,232",News,Heavy rain,0,5000,1,4.2
2594,,12/4/04,12/8/04,Albania,426,News,Heavy rain,0,0,1,3.3
2595,,12/3/04,12/7/04,Russian Federation,"4,282",News,Snowmelt,0,150,1,4.3
2593,,12/2/04,12/6/04,Indonesia,"3,783",News,Heavy rain,15,20000,2,4.6
2592,,11/29/04,12/22/04,Philippines,"39,972",News,Heavy rain,939,432000,1,6
2591,,11/26/04,11/30/04,Viet Nam,"23,735",News,Heavy rain,56,500000,1,5.1
2589,,11/23/04,11/28/04,Philippines,"21,573",News,Tropical cyclone,26,8000,1,5.1
2590,,11/23/04,11/26/04,Panama,"5,108",News,Heavy rain,0,6500,2,4.6
2588,,11/20/04,11/27/04,Venezuela (Bolivarian Republic of),"7,328",News,Heavy rain,0,0,1,4.8
2587,,11/19/04,11/29/04,Philippines,"14,672",News,Tropical cyclone,61,35000,1,5.2
2585,,11/17/04,11/25/04,Venezuela (Bolivarian Republic of),"13,177",News,Heavy rain,11,0,1,5.1
2584,,11/15/04,11/29/04,United States of America,"107,063",News,Heavy rain,3,600,1,6.2
2583,,11/8/04,11/10/04,Uganda,299,News,Heavy rain,0,10000,1,3
2586,,11/7/04,12/15/04,"Paraguay,Argentina","127,493",News,Heavy rain,0,0,1,6.7
2581,,11/6/04,11/11/04,Guatemala,"13,464",News,Heavy rain,1,650,1,4.9
2582,,11/6/04,11/10/04,Australia,"10,515",News,Heavy rain,2,0,1,4.7
2580,,11/3/04,11/4/04,Indonesia,231,News,Heavy rain,1,150,1,2.7
2579,,10/27/04,10/31/04,Ireland,"6,532",News,Heavy rain,0,200,2,4.8
2578,,10/26/04,11/27/04,Somalia,"52,233",News,Heavy rain,0,1000,1,6.2
2575,,10/25/04,10/27/04,Taiwan (Province of China),"2,490",News,Tropical cyclone,7,0,1,3.9
2577,,10/24/04,11/2/04,Central African Republic,"1,516",News,Heavy rain,1,1410,1,4.2
2572,,10/20/04,10/24/04,Japan,"31,215",News,Tropical cyclone,83,42000,1,5.2
2571,,10/19/04,10/22/04,Australia,"1,824",News,Heavy rain,0,100,1,3.9
2573,,10/18/04,10/20/04,Uganda,"1,128",News,Heavy rain,0,1500,1,3.5
2574,,10/11/04,11/30/04,Colombia,"159,582",News,Heavy rain,30,300000,1,6.9
2570,,10/7/04,10/18/04,"India,Bangladesh","161,740",News,Heavy rain,210,100000,1,6.3
2576,,10/7/04,11/4/04,Togo,110,News,Heavy rain,0,300,2,3.8
2568,,9/26/04,10/3/04,Indonesia,"5,576",News,Heavy rain,0,3000,1,4.6
2569,,9/26/04,9/30/04,Japan,"3,022",News,Tropical cyclone,19,10000,1,4.2
2567,,9/17/04,9/19/04,Panama,82,News,Heavy rain,13,11700,1,2.4
2565,,9/15/04,9/19/04,United States of America,"15,942",News,Heavy rain,1,0,1,4.9
2566,,9/15/04,10/1/04,Haiti,"109,541",News,Tropical cyclone,3006,280000,1,6.3
2563,,9/11/04,9/14/04,Taiwan (Province of China),"10,781",News,Tropical cyclone,9,0,1,4.6
2564,,9/11/04,9/13/04,"Democratic People&#039;s Republic of Korea,Republic of Korea","19,690",News,Heavy rain,0,0,1,4.8
2562,,9/8/04,9/21/04,United States of America,"363,511",News,Tropical cyclone,100,20000,2,7
2561,,9/7/04,9/8/04,Spain,"38,945",News,Heavy rain,3,0,1,4.9
2560,,9/5/04,9/14/04,United States of America,"308,986",News,Tropical cyclone,16,300,1,6.5
2559,,9/3/04,9/9/04,China,"72,284",News,Heavy rain,196,500000,2,6
2558,,8/31/04,9/1/04,Russian Federation,831,News,Torrential rain,0,500,1,3.2
2556,,8/30/04,8/31/04,Japan,"42,655",News,Tropical cyclone,13,5900,1,4.9
